證交所新聞
"標題","連結","日期"
"臺灣證券交易所審議通過富邦投信「恒生滬深港(特選企業)300指數」ETF標的指數資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f650179a28559fc004e","110年05月25日"
"上市公司110年第1季財務報告之每股淨值資料符合應暫停及恢復融資融券交易之名單","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501799dbc9517004a","110年05月24日"
"證交所與您一起防疫 看臉書學習正確投資紀律","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501799d2457e00044","110年05月24日"
"證交所活潑化以臉書出擊  引領年輕人邁向正確理財投資路","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501799cfb6c060040","110年05月24日"
"上週外資在集中市場買超264.64億元，買超長榮7.04萬張最多，另賣超彩晶7.74萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501799ca23336003c","110年05月24日"
"臺灣證券交易所有價證券上市審議委員會審議通過三商家購股份有限公司初次申請股票上市案","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501798e373ba9002c","110年05月21日"
"本週發行量加權股價指數漲幅約為3.00%，上市股票總市值達49.81兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501798e3299880028","110年05月21日"
"臺灣證券交易所審議通過富蘭克林華美投信「標普全球潔淨能源精選指數」資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f650179894f6c690023","110年05月20日"
"因疫情影響，上市公司原訂5月24日至6月30日召開之股東常會，應延期至7、8月間擇期召開","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501798917f4d1001e","110年05月20日"
"全體證券商110年04月份稅後淨利132.77億元，累計稅後淨利401.28億元","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f650179889bc45b0019","110年05月20日"
"臺灣證券交易所訂於5月21日召開有價證券上市審議委員會第736次會議，將審議三商家購(股)公司之申請股票上市案。","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f650179841e0b730014","110年05月19日"
"證交所支援年輕人線上學習","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501798346bea3000d","110年05月19日"
"全體上市公司110年第一季營收獲利表現，再創新猷。","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501797edde3080008","110年05月18日"
"自110年5月20日起，誠研列為變更交易方法、英瑞-KY及東華併案列為變更交易方法、三洋紡採行分盤集合競價交易方式","https://www.twse.com.tw/zh/news/newsDetail/ff808081797d9f6501797ecff22c0004","110年05月18日"
"110年第2季得為上市認購（售）權證（含牛熊證）之標的證券","https://www.twse.com.tw/zh/news/newsDetail/ff8080817973bf8601797d930aa80023","110年05月18日"
"本國及第一上市公司(不含金融控股公司)均已申報110年第1季財務報告","https://www.twse.com.tw/zh/news/newsDetail/ff8080817973bf86017979acfc87001c","110年05月17日"
"上市公司基本面表現優異，資本市場交易秩序良好","https://www.twse.com.tw/zh/news/newsDetail/ff8080817973bf860179798a2ddc001a","110年05月17日"
"「第一化成控股(開曼)股份有限公司」（證券代號：2250）採競價拍賣方式辦理承銷，於今(5/17)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff8080817973bf860179797fda3d0016","110年05月17日"
"上週外資在集中市場賣超934.74億元，賣超群創20.32萬張最多，另買超中信金5.05萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff8080817973bf860179783cc9fb0008","110年05月17日"
"台股基本面良好，證交所備妥各項因應措施","https://www.twse.com.tw/zh/news/newsDetail/ff8080817973bf8601797530e6ee0001","110年05月16日"
"臺灣證券交易所對華冠通訊股份有限公司違反重大訊息規定，處以新台幣3萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01796a6694c8010c","110年05月14日"
"臺灣證券交易所對中磊電子股份有限公司違反重大訊息規定，處以新台幣3萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01796a44e2520107","110年05月14日"
"臺灣證券交易所針對宏旭控股股份有限公司（宏旭-KY，公司代號: 2243）違反重大訊息及資訊申報規定，處以新臺幣5萬元之違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01796a3f420b0103","110年05月14日"
"本週發行量加權股價指數跌幅約為8.43%，上市股票總市值達48.37兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01796a1f4e1800ff","110年05月14日"
"為防範肺炎疫情，證交所「綠色經濟暨航運」主題式業績發表會及法人說明會活動將改為線上方式辦理","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e0179652822a900f8","110年05月13日"
"2021年第2季MSCI指數臺股權重調整結果","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01795f3aa65500dc","110年05月12日"
"當日沖銷交易為中性交易制度","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01795a89863100d3","110年05月11日"
"「91APP,Inc.」（證券代號：6741）採競價拍賣方式辦理承銷，於今(5/11)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01795a68a8c200cf","110年05月11日"
"全體上市公司110年4月份當月營收較109年同期成長21.9％，累計營業收入較109年同期成長24.76％","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01795982f8d600ca","110年05月11日"
"2021年4月集中市場相關數據","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01795975b71f00c6","110年05月11日"
"證交所舉辦「110年度ETF及ETN競賽」","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e0179591bd9cb00bd","110年05月11日"
"鴻碩精密電工股份有限公司股票自110年5月13日開始上市買賣","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e0179558238c200b5","110年05月10日"
"跨越時區限制，證交所與永豐金證券引資活動圓滿完成","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e017954f7018c00b1","110年05月10日"
"上週外資在集中市場賣超122.23億元，賣超友達7.68萬張最多，另買超國泰金8.39萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01795463144700a7","110年05月10日"
"自110年5月11日起，統懋半導體股份有限公司（公司代號：2434）上市有價證券恢復普通交易方法","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e0179462f46d000a2","110年05月07日"
"本週發行量加權股價指數跌幅約為1.60%，上市股票總市值達52.79兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01794618f4db009e","110年05月07日"
"「綠色經濟暨航運」主題式業績發表會於5月25日起陸續登場","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01794585c7bb006d","110年05月07日"
"「皇龍開發股份有限公司」國內第一次有擔保轉換公司債（證券代號：35121）採競價拍賣方式辦理承銷，於今(5/6)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e017940c4f3db0068","110年05月06日"
"「基士德科技股份有限公司」國內第一次無擔保轉換公司債（證券代號：66411）採競價拍賣方式辦理承銷，於今(5/6)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e017940bfba1b0064","110年05月06日"
"富蘭克林華美投信申請「標普全球潔淨能源精選指數」資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01793c060e1b005d","110年05月05日"
"「富林塑膠工業(開曼)控股股份有限公司」國內第一次無擔保轉換公司債（證券代號：13411）採競價拍賣方式辦理承銷，於今(5/4)日順利完成。","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e0179370833560058","110年05月04日"
"「定穎電子股份有限公司」國內第二次無擔保轉換公司債（證券代號：62512）採競價拍賣方式辦理承銷，於今(5/4)日順利完成。","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01793705d84d0054","110年05月04日"
"上市公司110年第1季財務報告公告申報期限及注意事項","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e0179370264470050","110年05月04日"
"110年共計11家上市公司產業類別調整","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e0179369f0f5e004a","110年05月04日"
"110年截至4月底權證發行與交易統計","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e0179359010f00042","110年05月04日"
"110年4月份權證發行與交易統計","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e017935838b2e003e","110年05月04日"
"富邦投信申請「恒生滬深港(特選企業)300指數」資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e017931b2ade30039","110年05月03日"
"臺灣證券交易所對華豐橡膠工業股份有限公司違反重大訊息規定，處以新台幣三萬元違約金","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e0179316aab6d0034","110年05月03日"
"證交所引資不停歇，與永豐金證券再次攜手行銷台股","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e017930cf27310030","110年05月03日"
"上週外資在集中市場買超187.98億元，買超欣興5.96萬張最多，另賣超開發金12.94萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e017930598c9f002c","110年05月03日"
"招手創新公司上市籌資 證交所偕勤業眾信及花旗(台灣)銀行合辦說明會","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01791d0e3a3d0026","110年04月29日"
"本週發行量加權股價指數漲幅約為1.54%，上市股票總市值達53.64兆元","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01791ce9f92c0021","110年04月29日"
"第七屆(109年度)公司治理評鑑結果公告","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01791cddc388001a","110年04月29日"
"自110年5月4日起，淘帝國際控股有限公司(淘帝-KY，公司代號：2929)上市有價證券恢復在集中交易市場買賣及恢復普通交易方法","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01791cc5b6260016","110年04月29日"
"期富邦VIX ETF (00677U)將自110年6月3日起終止上市","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01791c9f24110011","110年04月29日"
"永豐餘消費品實業(股)公司於110年4月29日送件申請股票上市","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01791c98ebbd000d","110年04月29日"
"臺灣證券交易所針對日成控股股份有限公司（日成-KY，公司代號: 4807）違反重大訊息及資訊申報規定，處以新臺幣3萬元之違約金","https://www.twse.com.tw/zh/news/newsDetail/ff808081791b804e01791c4c26b80003","110年04月29日"
"八方雲集國際(股)公司於110年4月28日下午3點送件申請股票上市","https://www.twse.com.tw/zh/news/newsDetail/ff80808178681236017917cfac6d028b","110年04月28日"
"南光化學製藥(股)公司於110年4月28日上午11點送件申請股票上市","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360179178b07d70287","110年04月28日"
"證交所積極宣導證券市場制度與風險","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360179177599890283","110年04月28日"
"2021年金融知識普及計畫：「投資未來系列～社區大學講座」陸續在全國各地開辦了！","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360179176d5b1d027f","110年04月28日"
"重大訊息與時俱進，臺灣證券交易所明訂上市公司發生重大資安事件應發布重大訊息","https://www.twse.com.tw/zh/news/newsDetail/ff80808178681236017912c402890278","110年04月27日"
"百容電子股份有限公司等9家公司預計於110年5月份假證交所場地自行舉辦法人說明會","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601790d7bcfc0026f","110年04月26日"
"臺灣證券交易所審議通過富邦投信「MSCI ACWI IMI精選未來車30指數」資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601790d72224e026b","110年04月26日"
"證交所提醒投資人留意ETF終止上市及清算相關時程","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601790d68e5f40267","110年04月26日"
"上週外資在集中市場買超63.85億元，買超中信金6.84萬張最多，另賣超友達11.58萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601790c7690030263","110年04月26日"
"本週發行量加權股價指數漲幅約為0.82%，上市股票總市值達52.83兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178fe17fe26025e","110年04月23日"
"第一化成控股(開曼)股份有限公司(IKKA Holdings (Cayman) Limited)（證券代號：2250）申報首次辦理股票公開發行暨初次上市前公開銷售之現金增資發行新股案申報生效","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178fdf885f8025a","110年04月23日"
"志強國際企業股份有限公司(簡稱：志強-KY，上市代號:6768）股票自110年4月22日開始上市買賣","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178f3b5d233024a","110年04月21日"
"全體證券商110年03月份稅後淨利114.69億元，累計稅後淨利268.51億元","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178f33fc6800246","110年04月21日"
"再次提醒投資TDR應注意折溢價風險","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178eeb51c030242","110年04月20日"
"交易新制報你知!!證交所與證券商/投信公司聯合主辦「110年投資講座」於4月20日起開始報名","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178edd92f96023d","110年04月20日"
"證交所再推出「臺灣創新板簡介」影音教材了！","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178e970f2b90237","110年04月19日"
"汎德永業自本（110）年4月20日起得為融資融券交易","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178e96471710233","110年04月19日"
"證交所與寬量國際引資活動，推廣台灣永續(ESG)投資","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178e90c1cc2022d","110年04月19日"
"上週外資在集中市場賣超6.67億元，賣超群創15.31萬張最多，另買超新光金6.24萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178e82b3cdf0226","110年04月19日"
"2021年4月18日22時14分(新北市)地區發生3級地震，台灣證券交易所電腦及網路系統經檢查一切正常。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178e7682def0221","110年04月19日"
"證交所自110年5月1日起受金管會委託辦理上市公司申報未涉及對外募集資金暨創新板上市公司申報首次股票公開發行等案件","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178da16859f021d","110年04月16日"
"臺灣證券交易所對訊連科技股份有限公司違反資訊申報規定，處以新台幣1萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178da0166870219","110年04月16日"
"本週發行量加權股價指數漲幅約為1.81%，上市股票總市值達52.40兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178d9fd74270215","110年04月16日"
"110年智慧製造主題式業績發表會圓滿結束","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178d4ddddd20205","110年04月15日"
"迅得機械股份有限公司(迅得，公司代號：6438)上市普通股自110年4月月16日起恢復交易。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178d4cbee8b0201","110年04月15日"
"富邦投信募集發行之富邦越南ETF，將於4月19日掛牌上市","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178d4af7b3001fd","110年04月15日"
"富邦投信申請「MSCI ACWI IMI精選未來車30指數」資格認可","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178d00edb3d0162","110年04月14日"
"證交所將於本（110）年4月15日公布上市公司申報109年度董事及監察人酬金支領情形","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178cfaf2889015d","110年04月14日"
"迅得機械股份有限公司(迅得，公司代號：6438)上市普通股自110年4月15日起暫停交易。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178cfa22abc0159","110年04月14日"
"證交所與全球百家交易所同慶「性別平權敲鐘」，活動躍登國際版面","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178cf7c04500152","110年04月14日"
"「西北臺慶科技股份有限公司」（股票代號：3357）競價拍賣方式辦理承銷，於今(4/13)日順利完成","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c9d94d290142","110年04月13日"
"全體上市公司110年3月份當月營收較109年同期成長25.32％，累計營業收入較109年同期成長25.8％","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c95d663d013a","110年04月13日"
"證交所證券知識宣導漫畫 圖書館電子書平台上架囉！","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c5b53c7a012e","110年04月12日"
"證交所漫畫再出輯 帶您認識時下最熱門的盤中零股交易","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c5ac32ac0129","110年04月12日"
"臺灣證券交易所於110年4月12日受理首家創新板申請公司","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c59812d60125","110年04月12日"
"三商家購(股)公司於110年4月12日送件申請股票上市","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c57be073011f","110年04月12日"
"2021年3月暨第一季集中市場相關數據","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c56a33db011b","110年04月12日"
"臺灣證券交易所針對宏旭控股股份有限公司違反重大訊息規定，處以新臺幣5萬元之違約金","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c4edf0fe0114","110年04月12日"
"證交所攜手高盛證券再度出擊，線上引資大獲好評","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c4e562470110","110年04月12日"
"上週外資在集中市場買超173.90億元，買超友達10.02萬張最多，另賣超群創6.54萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178c4344ee9010c","110年04月12日"
"為推動上市公司公告年度自結財務資訊，臺灣證券交易所修訂資訊申報作業辦法","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178b610118b0101","110年04月09日"
"臺灣證券交易所對美時化學製藥股份有限公司違反重大訊息規定，處以新台幣三萬元違約金","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178b60ab26d00fd","110年04月09日"
"長榮鋼鐵股份有限公司股票自110年4月12日開始上市買賣","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178b60445fb00f9","110年04月09日"
"強化第一上市公司資訊公開，110年第1季「第一上市公司財務業務說明會」圓滿落幕","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178b601f34f00f5","110年04月09日"
"上市公司109年度財務報告之每股淨值資料符合應暫停及恢復融資融券交易之名單","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178b5ff45f800f1","110年04月09日"
"本週發行量加權股價指數漲幅約為1.71%，上市股票總市值達51.45兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178b5fbd7f500ed","110年04月09日"
"台灣紙業股份有限公司終止上市案後續說明","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178b0f0a75500b3","110年04月08日"
"第一化成控股(開曼)股份有限公司（證券代號：2250）申報首次辦理股票公開發行暨初次上市前公開銷售之現金增資發行新股案自行補正","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178b0e2217100af","110年04月08日"
"「志強國際企業股份有限公司」（證券代號：6768）採競價拍賣方式辦理承銷，於今(4/8)日順利完成。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178b0b9c32700ab","110年04月08日"
"年輕人投資理財有撇步，了解交易風險才能贏在投資起跑點","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178ab5e1c95009f","110年04月07日"
"證交所攜手寬量國際，聚焦ESG辦理線上引資活動","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178a60338be0090","110年04月06日"
"證交所2021年線上引資第二發，4月攜手高盛證券推動優質臺股迎向國際","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178a5fdee24008c","110年04月06日"
"上週外資在集中市場買超188.59億元，買超長榮6.71萬張最多，另賣超群創5.89萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178a5b9e36d0088","110年04月06日"
"金管會轄下證券期貨相關機構合力捐助二千萬元，協助台鐵408車次太魯閣號事故受難者家屬度過難關。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178a4895e8c0082","110年04月03日"
"東華合纖股份有限公司(東華，公司代號：1418)上市普通股自110年4月6日起恢復交易。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601788cda56cd0077","110年04月01日"
"自110年4月7日起，鈞泰取消採行分盤集合競價交易方式，惟併案停止買賣及繼續列為變更交易方法，淘帝-KY停止買賣，台開列為變更交易方法，英瑞-KY、億麗及誠創併案列為變更交易方法，首利恢復交易方法，新世紀及華冠採行分盤集合競價交易方式。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601788cd50c1a0075","110年04月01日"
"全體上市公司109年度營收獲利表現，雙雙創歷史新高。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601788cccd0c30071","110年04月01日"
"110年截至3月底權證發行與交易統計","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601788cb8dac4006c","110年04月01日"
"110年3月份權證發行與交易統計","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601788cb144af0068","110年04月01日"
"本週發行量加權股價指數漲幅約為1.63%，上市股票總市值達50.58兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601788cad5f0f0064","110年04月01日"
"上市公司執行買回庫藏股情形","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601788c9c50780060","110年04月01日"
"110年第2季得為上市認購（售）權證（含牛熊證）之標的證券","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178884189520059","110年03月31日"
"台硝股份有限公司(台硝，公司代號：1724)上市普通股自110年4月1日起恢復交易","https://www.twse.com.tw/zh/news/newsDetail/ff80808178681236017888006d180055","110年03月31日"
"本國及第一上市公司除淘帝-KY及康友-KY外均已申報109年度財務報告","https://www.twse.com.tw/zh/news/newsDetail/ff80808178681236017887f8a4cb0051","110年03月31日"
"東華合纖股份有限公司(東華，公司代號：1418)上市普通股自110年4月1日起暫停交易。","https://www.twse.com.tw/zh/news/newsDetail/ff80808178681236017887c50e9e0042","110年03月31日"
"ABC-KY自110年4月1日起得為融資融券交易","https://www.twse.com.tw/zh/news/newsDetail/ff80808178681236017887be9ffe003e","110年03月31日"
"證交所臺灣創新板，即日起受理上市申請","https://www.twse.com.tw/zh/news/newsDetail/ff80808178681236017887b1a0bf0038","110年03月31日"
"臺灣證券交易所對誠研科技股份有限公司違反重大訊息規定，處以新台幣3萬元違約金","https://www.twse.com.tw/zh/news/newsDetail/ff80808178681236017887aff2b10036","110年03月31日"
"臺灣證券交易所對川飛能源股份有限公司違反資訊申報規定，處以新台幣3萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808178681236017886fb984f0032","110年03月31日"
"台硝股份有限公司(台硝，公司代號：1724)上市普通股自110年3月31日起暫停交易。","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178829413a0002d","110年03月30日"
"展碁國際股份有限公司股票自110年3月31日開始上市買賣","https://www.twse.com.tw/zh/news/newsDetail/ff808081786812360178826975680027","110年03月30日"
"臺灣證券交易所對中華工程股份有限公司違反重大訊息規定，處以新台幣3萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601787d823bd6001f","110年03月29日"
"理財知識全攻略！影音圖文輕鬆了解交易風險","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601787d5a9434001a","110年03月29日"
"弘憶國際股份有限公司等5家公司預計於110年4月份假證交所場地自行舉辦法人說明會","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601787cc012e30016","110年03月29日"
"上週外資在集中市場賣超396.78億元，賣超台積電8.53萬張最多，另買超彩晶14.56萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601787c09cda40012","110年03月29日"
"證交所建立外資登記無紙化環境","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601786df86a52000b","110年03月26日"
"本週發行量加權股價指數漲幅約為1.47%，上市股票總市值達49.76兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff8080817868123601786dc333d50007","110年03月26日"
"「長榮鋼鐵股份有限公司（證券代號：2211）」採競價拍賣方式辦理承銷，於今(3/25)日順利完成。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01786811e2b701e4","110年03月25日"
"臺灣證券交易所對達新工業股份有限公司延遲召開重大訊息說明記者會，處以新台幣5萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017863eb0d1501d9","110年03月24日"
"證交所前進校園辦理實體講座！","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017863b7ac6f01d5","110年03月24日"
"上市公司109年度財務報告公告申報期限及注意事項","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01786381eb8101cd","110年03月24日"
"臺灣證券交易所對惠特科技股份有限公司違反重大訊息規定，處以新台幣3萬元違約金","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178635413e501c9","110年03月24日"
"臺灣證券交易所針對淘帝國際控股有限公司（淘帝-KY，公司代號: 2929）違反重大訊息規定，處以新臺幣3萬元之違約金","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01786336175c01c5","110年03月24日"
"證交所「證券市場影音學習教材」最新內容上架了！","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017862c4d72201bf","110年03月24日"
"有條件開放華僑及外國人投資指數投資證券（ETN）","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01785ea92aa601b8","110年03月23日"
"統新光訊股份有限公司股票自110年3月24日開始上市買賣","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178593f572c01af","110年03月22日"
"上週外資在集中市場賣超450.26億元，賣超聯電11.81萬張最多，另買超鴻海8.88萬張最多","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178581aac0001a7","110年03月22日"
"「智慧製造」主題式業績發表會於4月13日起陸續登場","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01784a0511da019d","110年03月19日"
"臺灣證券交易所針對英瑞國際股份有限公司（英瑞-KY，公司代號: 1592）違反重大訊息規定，處以新臺幣20萬元之違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01784a0208df0199","110年03月19日"
"本週發行量加權股價指數跌幅約為1.14%，上市股票總市值達49.00兆元。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017849db13ef0194","110年03月19日"
"臺灣證券交易所對友訊科技股份有限公司違反重大訊息規定，處以新臺幣3萬元之違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017849c3a3b60190","110年03月19日"
"全體證券商110年02月份稅後淨利75.07億元，累計稅後淨利153.81億元","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178499f3e6e018c","110年03月19日"
"Advanced Energy Solution Holding Co., Ltd. (公司簡稱：AES-KY，公司代號：6781）股票自110年3月22日開始上市買賣","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01784998ad840188","110年03月19日"
"自110年3月22日起，英瑞國際股份有限公司(公司簡稱：英瑞-KY，公司代號：1592)上市有價證券列為變更交易方法。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178456997120182","110年03月18日"
"臺灣證券交易所對聚鼎科技股份有限公司違反重大訊息規定，處以新台幣參萬元違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d0178454db79c017e","110年03月18日"
"證交所修正借殼條款規章俾利上市公司遵循","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d017844e4dd8b017a","110年03月18日"
"臺灣證券交易所針對茂林光電科技(開曼)股份有限公司（茂林-KY，公司代號: 4935）違反重大訊息規定，處以新臺幣5萬元之違約金。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01783fbc8f2e0172","110年03月17日"
"「展碁國際股份有限公司（證券代號：6776）」採競價拍賣方式辦理承銷，於今(3/17)日順利完成。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01783f8e2116016d","110年03月17日"
"自110年3月18日起，淘帝國際控股有限公司(公司簡稱：淘帝-KY，公司代號：2929)上市有價證券列為變更交易方法。","https://www.twse.com.tw/zh/news/newsDetail/ff80808177c7bd5d01783ad03ef90169","110年03月16日"
